borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,Year
MN,1962,31,109,207.01,1001,3,7,10027,E047,26,16,1800,1,9,1B,424 WEST 119 STREET         ,R8       ,         ,         ,         ,C1-4,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,11396,53352,0,53352,0,0,0,0,0,0,2,1,6,47,47,100,127,100,111,  ,2,Y,5,1,200700,1787400,144504,1286928,1925,0,0,                                        ,                                   ,4.68,6.02,0,6.5,1,1019620031,0,20701,995506,233783,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1962,38,109,207.01,1000,3,7,10027,E047,26,16,1800,1,9,1B,1201 AMSTERDAM AVENUE       ,R8       ,         ,         ,         ,C1-4,    ,      ,      ,      ,     ,N,D6,4,0, ,TRUSTEES OF COLUMBIA ,12138,87271,4023,83248,0,4023,0,0,0,0,2,1,11,116,119,80.92,150,81,135,  ,2,N,3,2,214200,4830300,179928,4057452,1912,1987,0,                                        ,                                   ,7.19,6.02,0,6.5,1,1019620038,0,20701,995560,233932,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1962,56,109,207.01,1000,3,7,10027,E047,26,16,1800,1,9,1B,90 MORNINGSIDE DRIVE        ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D9,3,0, ,TRUSTEES OF COLUMBIA ,22456,110280,13900,96380,10900,3000,0,0,0,0,2,1,6,66,69,163.33,127.5,160,130,  ,1,Y,3,1,427950,2734650,397993,2543224,1910,1988,0,                                        ,                                   ,4.91,6.02,0,6.5,1,1019620056,0,20701,995840,233821,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1962,61,109,207.01,1000,3,7,10027,E047,26,16,1800,1,9,1B,414 WEST 120 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,15000,64842,0,64842,0,0,0,0,0,0,2,1,6,87,87,150,100,150,87,  ,1,N,5,2,292050,2873250,248243,2442263,1926,1987,0,                                        ,                                   ,4.32,6.02,0,6.5,1,1019620061,0,20701,995730,233920,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1962,70,109,207.01,1000,3,7,10027,E047,26,16,1800,1,9,1B,1211 AMSTERDAM AVENUE       ,R8       ,         ,         ,         ,C1-4,    ,      ,      ,      ,     ,N,D6,4,0, ,TRUSTEES OF COLUMBIA ,12138,87979,6159,81820,0,6159,0,0,0,0,2,1,10,111,115,80.92,150,80,142,  ,1,N,3,2,312300,5010300,281070,4509270,1913,0,0,                                        ,                                   ,7.25,6.02,0,6.5,1,1019620070,0,20701,995601,234005,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1963,1,109,207.01,2001,3,7,10027,E047,26,16,1800,1,9,1B,1221 AMSTERDAM AVENUE       ,R8       ,         ,         ,         ,C1-4,    ,      ,      ,      ,     ,N,D6,4,0,P,TRUSTEES OF COLUMBIA ,12615,90827,3697,87130,0,3697,0,0,0,0,2,1,10,78,80,100.92,125,100,115,  ,1,N,3,2,311850,4024800,290020,3743064,1914,1984,0,                                        ,                                   ,7.2,6.02,0,6.5,1,1019630001,0,20701,995681,234175,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1963,16,109,207.01,2001,3,7,10027,E047,26,16,1800,1,9,1B,100 MORNINGSIDE DRIVE       ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0,X,TRUSTEES OF COLUMBIA ,13275,58860,0,58860,0,0,0,0,0,0,2,1,6,70,70,101.83,138.33,102,116,  ,0,Y,3,2,387000,3008700,387000,3008700,1910,1974,0,                                        ,                                   ,4.43,6.02,0,6.5,1,1019630016,0,20701,995928,234037,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1963,48,109,207.01,2000,3,7,10027,E047,26,16,1800,1,9,1B,110 MORNINGSIDE DRIVE       ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,16381,72222,0,72222,0,0,0,0,0,0,2,1,6,52,52,105.33,176.75,105,152,  ,2,Y,3,2,298800,2683800,265932,2388582,1910,1986,0,                                        ,                                   ,4.41,6.02,0,6.5,1,1019630048,0,20701,996002,234293,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1963,56,109,207.01,2000,3,7,10027,E047,26,16,1800,1,9,1B,130 MORNINGSIDE DRIVE       ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,9050,37248,0,37248,0,0,0,0,0,0,2,1,6,25,25,100,90.92,76,100,  ,2,N,5,2,87750,1737900,74588,1477216,1910,0,0,                                        ,                                   ,4.12,6.02,0,6.5,1,1019630056,0,20701,995934,234446,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1963,60,109,207.01,2000,3,7,10027,E047,26,16,1800,1,9,1B,1255 AMSTERDAM AVENUE       ,R8       ,         ,         ,         ,C1-4,    ,      ,      ,      ,     ,N,W6,8,0,X,TRUSTEES OF COLUMBIA ,25669,130228,130228,0,0,0,0,0,0,130228,2,2,0,0,2,155.67,100,0,90,  ,0,Y,3,5,1020600,57749400,1020600,57749400,2013,0,0,                                        ,                                   ,5.07,6.02,0,6.5,1,1019630060,0,20701,995800,234455,5c , ,107N081 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,10,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,527 WEST 121 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,6728,28668,0,28668,0,0,0,0,0,0,2,1,6,24,24,66.67,100.92,67,86,  ,3,N,5,2,108900,1039050,82764,789678,1926,1988,0,                                        ,                                   ,4.26,6.02,0,6.5,1,1019760010,0,203,995195,234741,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,16,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,519 WEST 121 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,6728,28668,0,28668,0,0,0,0,0,0,2,1,6,34,34,66.67,100.92,67,86,  ,2,N,5,2,108900,1029150,87120,823320,1926,1988,0,                                        ,                                   ,4.26,6.02,0,6.5,1,1019760016,0,203,995312,234676,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,26,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,503 WEST 121 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,7194,30498,0,30498,0,0,0,0,0,0,2,1,6,30,30,75,95.92,75,81,  ,2,N,5,2,135000,2353950,132300,2306871,1910,1988,0,                                        ,                                   ,4.24,6.02,0,6.5,1,1019760026,0,203,995550,234542,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,29,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1B,1240 AMSTERDAM AVENUE       ,R8       ,         ,         ,         ,C1-4,    ,      ,      ,      ,     ,N,D7,4,0,P,TRUSTEES OF COLUMBIA ,10092,45210,4000,41210,0,4000,0,0,0,0,2,1,6,36,41,100.92,100,101,86,  ,2,N,3,2,223200,1915650,133920,1149390,1926,1987,0,                                        ,                                   ,4.48,6.02,0,6.5,1,1019760029,0,203,995629,234502,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,36,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1B,1254 AMSTERDAM AVENUE       ,R8       ,         ,         ,         ,C1-4,    ,      ,      ,      ,     ,N,D7,4,0, ,TRUSTEES OF COLUMBIA ,9092,50916,4820,46096,3000,1820,0,0,0,0,2,1,6,52,53,90.92,100,91,86,  ,2,N,3,2,613800,2216700,589248,2128032,1926,1982,0,                                        ,                                   ,5.6,6.02,0,6.5,1,1019760036,0,203,995679,234591,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,37,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,502 WEST 122 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,4796,20566,0,20566,0,0,0,0,0,0,2,1,6,24,24,50,95.92,50,82,  ,2,Y,5,2,73800,654300,54612,484182,1926,1988,0,                                        ,                                   ,4.29,6.02,0,6.5,1,1019760037,0,203,995610,234626,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,39,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,506 WEST 122 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,4796,20238,0,20238,0,0,0,0,0,0,2,1,6,29,29,50,95.92,50,82,  ,3,N,5,2,90000,850950,73800,697779,1910,0,0,                                        ,                                   ,4.22,6.02,0,6.5,1,1019760039,0,203,995565,234652,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,48,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,520 WEST 122 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,6819,29094,0,29094,0,0,0,0,0,0,2,1,6,23,23,75,90.92,75,75,  ,2,N,5,2,116550,1072800,79254,729504,1926,1988,0,                                        ,                                   ,4.27,6.02,0,6.5,1,1019760048,0,203,995358,234768,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,51,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,524 WEST 122 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,C1,2,0, ,TRUSTEES OF COLUMBIA ,3789,15156,0,15156,0,0,0,0,0,0,2,1,6,23,23,41.67,90.92,42,76,  ,3,N,5,2,74700,767700,64242,660222,1910,0,0,                                        ,                                   ,4,6.02,0,6.5,1,1019760051,0,203,995306,234797,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,53,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,526 WEST 122 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,C1,2,0, ,TRUSTEES OF COLUMBIA ,3789,14856,0,14856,0,0,0,0,0,0,2,1,6,23,23,41.67,90.92,42,76,  ,3,N,5,2,74250,715050,61628,593491,1905,1986,0,                                        ,                                   ,3.92,6.02,0,6.5,1,1019760053,0,203,995270,234817,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,56,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,532 WEST 122 STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,G1,10,0, ,TRUSTEES OF COLUMBIA ,9092,40160,40160,0,0,0,40160,0,0,0,2,1,4,0,1,100,90.92,100,86,  ,2,N,5,2,207000,1508400,0,0,1926,2006,0,                                        ,                                   ,4.42,6.02,0,6.5,1,1019760056,0,203,995171,234871,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1976,61,109,203,1000,3,7,10027,E047,26,16,1800,1,9,1A,3074 BROADWAY               ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,9200,41184,3000,38184,0,3000,0,0,0,0,2,1,6,35,35,92,100,92,88,  ,2,N,3,2,178200,1227150,122958,846733,1926,1989,0,                                        ,                                   ,4.48,6.02,0,6.5,1,1019760061,0,203,995079,234921,5c , ,107N079 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1986,6,109,219,2002,5,7,10027,E080,26,16,1100,1,9,2B,573 WEST 131 STREET         ,C6-1     ,         ,         ,         ,    ,    ,MMU   ,      ,      ,     ,N,E7,6,0,P,TRUSTEES OF COLUMBIA ,6811,28000,28000,0,0,0,0,28000,0,0,2,1,4,0,1,68.17,99.92,68,99,  ,1,N,5,2,306450,1291500,0,0,1917,2008,0,                                        ,                                   ,4.11,3.44,6,6.5,1,1019860006,0,219,996392,237106,6a , ,111S003 ,10707,R-146,0,          ,1, , ,17V1,2017
MN,1986,10,109,219,2002,5,7,10027,E080,26,16,1100,1,9,2B,555 WEST 131 STREET         ,C6-1     ,         ,         ,         ,    ,    ,MMU   ,      ,      ,     ,N,G1,10,0, ,TRUSTEES OF COLUMBIA ,7524,7800,7800,0,0,0,7800,0,0,0,2,1,1,0,1,75,100.33,75,100,  ,2,N,3,0,101250,442350,0,0,1925,0,0,                                        ,                                   ,1.04,3.44,6,6.5,1,1019860010,0,219,996453,237072,6a , ,111S003 ,10707,R-146,0,          ,1, , ,17V1,2017
MN,1986,65,109,219,2002,5,7,10027,E080,26,16,1100,1,9,2A,3280 BROADWAY               ,C6-1     ,         ,         ,         ,    ,    ,MMU   ,      ,      ,     ,N,O6,5,0,P,TRUSTEES OF COLUMBIA ,30675,184044,184044,0,134612,35332,14100,0,0,0,2,1,8,0,11,199.83,185,199,185,  ,0,Y,3,5,549000,11794050,148230,3184394,1927,1990,1995,                                        ,                                   ,6,3.44,6,6.5,1,1019860065,0,219,996489,237399,6a , ,111S003 ,10707,R-146,0,          ,1, , ,17V1,2017
MN,1987,9,109,219,2001,5,7,10027,E080,30,16,1100,1,9,2B,547 WEST 133 STREET         ,R7A      ,C6-1     ,         ,         ,    ,    ,MMU   ,      ,      ,     ,Y,G1,10,0, ,TRUSTEES OF COLUMBIA ,7494,14238,14238,0,0,0,14238,0,0,0,2,1,2,0,2,75,99.92,75,100,  ,3,N,5,2,121500,661500,0,0,1970,0,0,                                        ,                                   ,1.9,4,0,4,1,1019870009,0,219,996711,237521,6a , ,111S012 ,10707,R-148,0,          ,1, , ,17V1,2017
MN,1990,5,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,15 CLAREMONT AVENUE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,8400,55960,0,55960,0,0,0,0,0,0,2,1,10,27,27,119.75,64.5,119.75,53,  ,0,Y,5,2,194400,1782000,190512,1746360,1909,0,0,                                        ,                                   ,6.66,6.02,0,6.5,1,1019900005,0,205,994002,234039,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,10,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,21 CLAREMONT AVENUE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,8400,58750,2000,56750,2000,0,0,0,0,0,2,1,10,47,47,84,100,84,94,  ,2,N,5,1,194400,2091150,178848,1923858,1910,1988,1993,                                        ,                                   ,6.99,6.02,0,6.5,1,1019900010,0,205,994042,234134,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,13,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,25 CLAREMONT AVENUE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0,X,TRUSTEES OF COLUMBIA ,7815,60104,0,60104,0,0,0,0,0,0,2,1,11,32,32,78.08,100,78,80,  ,3,N,5,2,175050,1748250,175050,1748250,1910,1988,0,                                        ,                                   ,7.69,6.02,0,6.5,1,1019900013,0,205,994081,234205,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,22,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,29 CLAREMONT AVENUE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,5668,42691,0,42691,0,0,0,0,0,0,2,1,11,22,22,56.67,100,57,80,  ,3,N,5,2,135900,1493550,120951,1329260,1910,0,0,                                        ,                                   ,7.53,6.02,0,6.5,1,1019900022,0,205,994114,234264,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,25,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,35 CLAREMONT AVENUE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,5668,42691,0,42691,0,0,0,0,0,0,2,1,11,22,22,56.67,100,54,80,  ,3,N,3,2,108900,1438650,96921,1280399,1910,0,0,                                        ,                                   ,7.53,6.02,0,6.5,1,1019900025,0,205,994142,234314,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,29,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1A,39 CLAREMONT AVENUE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,10000,74634,0,74634,0,0,0,0,0,0,2,1,11,44,44,100,100,100,80,  ,3,N,5,1,232650,2419650,214038,2226078,1911,1988,0,                                        ,                                   ,7.46,6.02,0,6.5,1,1019900029,0,205,994179,234382,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,33,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1A,47 CLAREMONT AVENUE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,W6,8,0,X,TRUSTEES OF COLUMBIA ,6250,26302,26302,0,0,0,0,0,0,26302,2,1,6,0,1,62.5,100,62.5,87,  ,0,N,5,2,183150,2713500,183150,2713500,1920,0,0,                                        ,                                   ,4.21,6.02,0,6.5,1,1019900033,0,205,994219,234453,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,44,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,464 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,6250,50120,0,50120,0,0,0,0,0,0,2,1,12,25,25,62.5,100,63,78,  ,3,N,5,2,135450,1392300,130032,1336608,1910,1989,0,                                        ,                                   ,8.02,6.02,0,6.5,1,1019900044,0,205,994112,234469,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,50,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,460 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,6250,50120,0,50120,0,0,0,0,0,0,2,1,12,25,25,62.5,100,63,78,  ,3,N,5,2,136350,1649250,132259,1599772,1910,0,0,                                        ,                                   ,8.02,6.02,0,6.5,1,1019900050,0,205,994082,234415,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,52,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,456 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,5668,47327,0,47327,0,0,0,0,0,0,2,1,12,45,45,56.67,100,57,80,  ,3,N,5,2,135900,1954800,108720,1563840,1911,1988,0,                                        ,                                   ,8.35,6.02,0,6.5,1,1019900052,0,205,994053,234363,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,53,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,454 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,5668,46922,0,46922,0,0,0,0,0,0,2,1,12,36,36,56.67,100,57,82,  ,3,N,5,2,135450,1669950,119196,1469556,1911,1987,0,                                        ,                                   ,8.28,6.02,0,6.5,1,1019900053,0,205,994025,234313,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,54,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,452 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,7815,49101,0,49100,0,0,0,0,0,0,2,1,9,54,54,78.08,100,78,82,  ,3,N,5,2,174600,1870650,158886,1702290,1910,1988,0,                                        ,                                   ,6.28,6.02,0,6.5,1,1019900054,0,205,993993,234254,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,61,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,450 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,8400,58840,1644,57196,1644,0,0,0,0,0,2,1,10,31,32,84,100,84,80,  ,3,N,5,2,193500,1727100,179955,1606203,1909,1988,0,                                        ,                                   ,7,6.02,0,6.5,1,1019900061,0,205,993953,234183,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,64,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,448 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0, ,TRUSTEES OF COLUMBIA ,7615,60576,0,60576,0,0,0,0,0,0,2,1,12,25,25,58.75,135.42,59,108,  ,3,Y,5,2,174600,1597500,118728,1086300,1910,1988,0,                                        ,                                   ,7.95,6.02,0,6.5,1,1019900064,0,205,993933,234113,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1990,67,109,205,1009,3,7,10027,E047,26,16,8800,1,9,1Q,445 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D3,3,0,X,TRUSTEES OF COLUMBIA ,6935,55056,0,55056,0,0,0,0,0,0,2,1,12,25,25,58.75,123.83,59,98,  ,3,Y,5,2,147150,1959300,147150,1959300,1910,1988,0,                                        ,                                   ,7.94,6.02,0,6.5,1,1019900067,0,205,993899,234064,5c , ,107N064 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1993,39,109,211,3001,5,7,10027,E047,26,16,1400,1,9,1A,124 LA SALLE STREET         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,C4,2,0,P,TRUSTEES OF COLUMBIA ,1800,6995,0,6995,0,0,0,0,0,0,2,1,5,14,14,18,100.92,18,87,  ,3,N,5,2,20700,365850,20700,365850,1901,1988,0,                                        ,                                   ,3.89,6.02,0,6.5,1,1019930039,0,211,995217,235758,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1993,53,109,211,3001,5,7,10027,E047,26,16,1400,1,9,1A,146 CLAREMONT AVENUE        ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,10725,43560,0,43560,0,0,0,0,0,0,2,1,6,48,48,100,102.5,100,96,  ,3,Y,5,2,229050,1842300,210726,1694916,1940,1984,0,                                        ,                                   ,4.06,6.02,0,6.5,1,1019930053,0,211,995046,235565,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1994,45,109,211,1009,5,7,10027,E047,26,16,1400,1,9,2A,528 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,7393,29274,0,29274,0,0,0,0,0,0,2,1,6,33,33,80,95,80,80,  ,3,Y,5,2,161100,1548000,140157,1346761,1926,0,0,                                        ,                                   ,3.96,6.02,0,6.5,1,1019940045,0,211,994980,236010,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1994,59,109,211,1009,5,7,10027,E047,26,16,1400,1,9,1A,179 CLAREMONT AVENUE        ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,V1,11,0, ,TRUSTEES OF COLUMBIA ,2500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,100,0,0,  ,0,N,5,5,266850,266850,0,0,0,0,0,                                        ,                                   ,0,6.02,0,6.5,1,1019940059,0,211,995075,235993,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1994,60,109,211,1009,5,7,10027,E047,26,16,1400,1,9,1A,181 CLAREMONT AVENUE        ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0,X,TRUSTEES OF COLUMBIA ,5000,20484,0,20484,0,0,0,0,0,0,2,1,6,24,24,50,100,50,85,  ,2,N,5,2,123750,922500,123750,922500,1926,0,0,                                        ,                                   ,4.1,6.02,0,6.5,1,1019940060,0,211,995093,236026,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1994,72,109,211,1009,5,7,10027,E047,26,16,1400,1,9,1A,195 CLAREMONT AVENUE        ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D7,4,0,P,TRUSTEES OF COLUMBIA ,13650,63194,1422,61772,0,1422,0,0,0,0,2,1,6,58,59,150,91,140,90,  ,2,N,3,2,314550,2821050,264222,2369682,1925,1988,0,                                        ,                                   ,4.63,6.02,0,6.5,1,1019940072,0,211,995268,236333,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1994,81,109,211,1009,5,7,10027,E047,26,16,1400,1,9,2Q,549 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D7,4,0,P,TRUSTEES OF COLUMBIA ,11020,50886,1000,49886,0,1000,0,0,0,0,2,1,6,60,61,116,95,104,95,  ,2,N,3,0,255150,2214450,232187,2015150,1925,1988,0,                                        ,                                   ,4.62,6.02,0,6.5,1,1019940081,0,211,995194,236394,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1994,84,109,211,1009,5,7,10027,E047,26,16,1400,1,9,2Q,548 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,10260,42762,0,42762,0,0,0,0,0,0,2,1,6,25,25,108,95,108,80,  ,3,N,5,2,219150,1467900,175320,1174320,1926,1988,0,                                        ,                                   ,4.17,6.02,0,6.5,1,1019940084,0,211,995139,236294,5c , ,107N078 ,10707,     ,0,          ,1, , ,17V1,2017
MN,1994,88,109,211,1009,5,7,10027,E047,26,16,1400,1,9,2A,547 RIVERSIDE DRIVE         ,R8       ,         ,         ,         ,    ,    ,      ,      ,      ,     ,N,D1,3,0, ,TRUSTEES OF COLUMBIA ,9988,41967,0,41967,0,0,0,0,0,0,2,1,6,36,36,108.17,95,108,80,  ,3,Y,5,1,214200,1942650,173502,1573548,1926,1984,0,                                        ,                                   ,4.2,6.02,0,6.5,1,1019940088,0,211,995085,236199,5c , ,107N091 ,10707,     ,0,          ,1, , ,17V1,2017
